what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362125668193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362125713676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362125714231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362125714658
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1362125729572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362125738028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362125745193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362125748748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362125752557
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1362125755095
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1362125764777
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362125779266
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1362125783793
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1362125788831
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1362125789926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362125900044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362125904175
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1362125911315
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1362125913033
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1362125929019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362126020085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362126022307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362126078184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362126225163
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362126228476
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1362126228741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362126239631
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1362126241586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362126246258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362126248773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362126250879
error,log,,,"No command output when running: 'am start -n com.example.rush/com.example.rush.FirstMeetingActivity -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device BX903355FF",1362126259358
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1362126271583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362126271588
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1362126271641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362126280190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362126282327
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1362126336201
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1362126341829
